Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
229,Ford Figo Diesel,Bangalore,2015,70436,First,0.0,1498.0,88.8,5.0,,1,0,0,0,1
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2,1396.0,53.5,5.0,,1,0,0,0,1
231,Chevrolet Beat LT,Kochi,2016,60813,Second,18.6,1199.0,76.8,5.0,,0,0,1,0,1
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07,1199.0,73.9,5.0,,1,0,0,0,1
233,Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9,1248.0,88.8,5.0,,1,0,0,0,1
234,Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0,1399.0,68.05,5.0,,1,0,0,0,1
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755.0,171.5,7.0,20.74,1,0,0,1,0
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72,2199.0,194.3,7.0,,1,0,0,1,0
237,Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497.0,117.3,5.0,11.74,0,0,1,0,1
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6,1197.0,81.83,5.0,,0,0,1,0,1
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27,2143.0,167.62,5.0,,1,0,0,1,0
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44,936.0,57.6,5.0,,1,0,0,0,1
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54,1396.0,88.73,5.0,,1,0,0,0,1
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99,2494.0,100.6,7.0,,1,0,0,0,1
243,Maruti Ertiga VDI,Chennai,2013,52000,First,20.77,1248.0,88.76,7.0,,1,0,0,0,1
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8,2494.0,88.8,7.0,,1,0,0,0,1
246,Honda City i VTEC V,Kochi,2016,33915,First,17.8,1497.0,117.3,5.0,,0,0,1,0,1
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05,1995.0,88.8,5.0,,1,0,0,1,0
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0,1120.0,88.8,5.0,,1,0,0,0,1
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09,1248.0,88.5,5.0,,1,0,0,0,1
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5,1598.0,103.6,5.0,,1,0,0,0,1
251,Hyundai Accent CRDi,Kochi,2006,160538,First,13.1,1493.0,88.8,5.0,,1,0,0,0,1
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91,1498.0,103.6,5.0,,1,0,0,0,1
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7,1199.0,88.7,5.0,,0,0,1,0,1
254,Hyundai i10 Era,Jaipur,2010,83000,First,19.81,1086.0,68.05,5.0,,0,0,1,0,1
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38,1995.0,88.8,5.0,,1,0,0,1,0
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393.0,147.8,7.0,25.52,1,0,0,0,1
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7,796.0,88.8,5.0,,0,0,1,0,1
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4,1197.0,81.8,5.0,,0,0,1,0,1
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9,1197.0,88.8,5.0,,0,0,1,0,1
260,Maruti Swift VDI,Pune,2012,120000,First,22.9,1248.0,88.8,5.0,,1,0,0,0,1
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582.0,126.2,5.0,14.07,1,0,0,0,1
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0,1197.0,88.8,5.0,,0,0,1,0,1
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987.0,254.79,5.0,95.13,1,0,0,1,0
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8,2148.0,88.8,5.0,,1,0,0,0,1
266,Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2,1248.0,73.94,5.0,,1,0,0,0,1
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67,1582.0,126.2,5.0,,1,0,0,0,1
268,Maruti A-Star Vxi,Pune,2010,67000,First,19.0,998.0,66.1,5.0,,0,0,1,0,1
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64,1461.0,108.45,5.0,,1,0,0,0,1
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8,1248.0,88.8,5.0,,1,0,0,0,1
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993.0,88.8,5.0,,1,0,0,1,0
272,Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36,1197.0,78.9,5.0,,0,0,1,0,1
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494.0,88.8,7.0,,1,0,0,0,1
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3,993.0,88.8,5.0,,0,0,1,0,1
275,Maruti Swift VDI,Hyderabad,2018,31025,First,28.4,1248.0,88.8,5.0,,1,0,0,0,1
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05,2179.0,88.8,8.0,,1,0,0,0,1
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248.0,88.8,5.0,8.34,1,0,0,0,1
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88,999.0,123.24,5.0,,0,0,1,0,1
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4,1248.0,88.8,5.0,,1,0,0,0,1
280,Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74,796.0,47.3,5.0,,0,0,1,0,1
281,Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0,1497.0,88.8,5.0,,0,0,1,0,1
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07,2967.0,241.4,7.0,,1,0,0,1,0
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0,1896.0,88.8,5.0,,1,0,0,1,0
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1,1591.0,121.3,5.0,,0,0,1,0,1
285,Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8,1497.0,88.8,5.0,,0,0,1,1,0
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9,1396.0,88.8,5.0,,1,0,0,0,1
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0,1396.0,98.6,5.0,,0,0,1,1,0
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54,1598.0,103.6,5.0,,1,0,0,0,1
289,Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4,1497.0,117.3,5.0,,0,0,1,0,1
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248.0,88.8,5.0,8.34,1,0,0,0,1
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48,1995.0,88.8,5.0,,1,0,0,1,0
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9,1061.0,88.8,5.0,,0,0,1,0,1
293,Honda Jazz VX,Delhi,2015,62178,First,18.2,1199.0,88.7,5.0,8.85,0,0,1,0,1
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0,1896.0,88.8,5.0,,1,0,0,0,1
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27,2143.0,88.8,5.0,,1,0,0,1,0
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393.0,147.8,7.0,25.4,1,0,0,0,1
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68,1968.0,174.33,5.0,,1,0,0,1,0
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99,2494.0,100.6,7.0,,1,0,0,0,1
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47,1198.0,73.9,5.0,,0,0,1,0,1
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92,998.0,67.1,5.0,,0,0,1,0,1
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,16.67,0,0,1,1,0
304,Tata Indigo LX,Coimbatore,2013,59138,First,17.0,1405.0,88.8,5.0,,1,0,0,0,1
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68,1968.0,174.33,5.0,,1,0,0,1,0
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9,2143.0,88.8,5.0,,1,0,0,1,0
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1,998.0,67.04,5.0,,0,0,1,1,0
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143.0,201.15,5.0,79.43,1,0,0,1,0
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179.0,187.7,5.0,,1,0,0,1,0
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54,1598.0,103.6,5.0,,1,0,0,0,1
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0,796.0,88.8,5.0,,0,0,1,0,1
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198.0,86.8,5.0,6.62,0,0,1,0,1
315,Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07,2956.0,83.1,7.0,,1,0,0,0,1
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0,1248.0,88.8,5.0,,1,0,0,0,1
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9,998.0,67.1,5.0,,0,0,1,0,1
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0,2179.0,88.8,7.0,,1,0,0,0,1
319,Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1,1396.0,88.8,5.0,,1,0,0,0,1
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02,1373.0,93.7,7.0,,0,0,1,0,1
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7,2354.0,177.6,5.0,,0,0,1,1,0
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3,1248.0,73.9,5.0,,1,0,0,0,1
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8,1399.0,88.8,5.0,,1,0,0,0,1
324,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,88.8,5.0,,0,0,1,0,1
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68,1968.0,174.33,5.0,,1,0,0,1,0
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52,2993.0,88.8,4.0,,1,0,0,1,0
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967.0,88.8,7.0,1.04,1,0,0,1,0
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0,1396.0,88.8,5.0,,1,0,0,0,1
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95,1197.0,78.9,5.0,,0,0,1,1,0
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0,1199.0,88.7,5.0,,0,0,1,1,0
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2,1248.0,88.8,5.0,,1,0,0,0,1
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5,1197.0,82.85,5.0,,0,0,1,0,1
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47,1198.0,73.9,5.0,,0,0,1,0,1
335,Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7,796.0,46.3,5.0,,0,0,1,0,1
336,Toyota Corolla H4,Chennai,2004,105000,Second,11.3,1794.0,88.8,5.0,,0,0,1,1,0
337,Maruti Alto LXi,Chennai,2006,56000,Second,19.7,796.0,46.3,5.0,,0,0,1,0,1
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12,1248.0,88.8,5.0,,1,0,0,0,1
339,Maruti Alto LXi,Pune,2012,38000,First,19.7,796.0,46.3,5.0,,0,0,1,0,1
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,19.3,1968.0,88.8,5.0,,1,0,0,1,0
341,Toyota Corolla H4,Kolkata,2008,80000,First,11.3,1794.0,88.8,5.0,,0,0,1,1,0
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,18.6,1197.0,81.83,5.0,,0,0,1,0,1
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3,1248.0,88.5,5.0,9.12,1,0,0,0,1
344,Honda City 1.5 V MT,Delhi,2010,87430,First,17.0,1497.0,88.8,5.0,,0,0,1,0,1
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,18.0,1248.0,88.8,5.0,,1,0,0,0,1
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,First,25.8,1498.0,98.6,5.0,,1,0,0,0,1
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,21.1,814.0,55.2,5.0,,0,0,1,0,1
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76,1995.0,88.8,5.0,58.67,1,0,0,1,0
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,22.32,1582.0,126.32,5.0,,1,0,0,0,1
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,21.02,1248.0,88.8,5.0,,1,0,0,0,1
351,Skoda Octavia RS,Jaipur,2005,100000,First,14.45,1984.0,88.8,5.0,28.37,0,0,1,1,0
352,Maruti Alto K10 VXI,Pune,2017,30000,First,24.07,998.0,67.1,5.0,4.48,0,0,1,0,1
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,First,22.7,1498.0,89.84,5.0,,1,0,0,0,1
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Second,18.0,995.0,88.8,5.0,,0,0,1,0,1
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,19.33,1999.0,88.8,5.0,72.64,1,0,0,1,0
356,Honda CR-V RVi MT,Jaipur,2007,119000,Third,13.1,1997.0,141.1,5.0,,0,0,1,0,1
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,14.67,1798.0,177.46,5.0,36.15,0,0,1,1,0
358,Hyundai i10 Magna 1.2,Chennai,2009,620000,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
359,Maruti Swift LDI,Delhi,2013,70000,First,22.9,1248.0,88.8,5.0,,1,0,0,0,1
360,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,First,18.5,1197.0,83.14,5.0,,0,0,1,1,0
361,Nissan Micra Diesel XV,Chennai,2011,83000,First,23.08,1461.0,63.1,5.0,,1,0,0,0,1
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,First,23.4,1248.0,88.8,5.0,,1,0,0,0,1
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,First,17.8,1399.0,88.8,5.0,,1,0,0,0,1
364,Maruti Zen LX,Kolkata,2003,65000,First,17.3,993.0,88.8,5.0,,0,0,1,0,1
365,Mini Clubman Cooper S,Pune,2017,8350,First,13.8,1998.0,88.8,5.0,44.59,0,0,1,0,1
366,Toyota Etios GD,Kolkata,2014,45000,First,23.59,1364.0,67.05,5.0,,1,0,0,0,1
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,First,24.7,796.0,47.3,5.0,,0,0,1,0,1
368,Maruti Alto VXi,Bangalore,2011,11000,Third,18.9,796.0,88.8,5.0,,0,0,1,0,1
369,BMW X5 3.0d,Bangalore,2009,90000,Second,11.0,2993.0,88.8,5.0,,1,0,0,1,0
370,Nissan Teana XV,Mumbai,2015,74000,Second,11.07,2496.0,179.5,5.0,,0,0,1,1,0
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,First,18.9,1197.0,88.8,5.0,,0,0,1,1,0
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,First,24.3,1248.0,88.5,5.0,,1,0,0,0,1
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Third,12.07,2967.0,241.4,7.0,,1,0,0,1,0
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,First,17.9,2143.0,88.8,5.0,,1,0,0,1,0
375,Maruti 800 AC,Chennai,2007,72000,Third,16.1,796.0,88.8,4.0,,0,0,1,0,1
376,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Second,20.45,1461.0,83.8,5.0,,1,0,0,0,1
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,First,21.43,1364.0,87.2,5.0,,1,0,0,0,1
378,Mercedes-Benz New C-Class 220,Chennai,2014,25000,First,15.8,2148.0,88.8,5.0,,1,0,0,0,1
379,Maruti Ritz VDi,Hyderabad,2010,68000,Second,21.1,1248.0,73.9,5.0,,1,0,0,0,1
380,Honda BRV i-VTEC V CVT,Kochi,2017,35676,First,16.0,1497.0,117.3,7.0,14.65,0,0,1,1,0
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,First,24.4,1120.0,88.8,5.0,,1,0,0,0,1
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,First,14.21,2143.0,88.8,5.0,,1,0,0,1,0
383,Mercedes-Benz B Class B180,Kochi,2014,41380,Second,14.8,1595.0,120.7,5.0,,0,0,1,1,0
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,First,15.0,2143.0,88.8,5.0,,1,0,0,1,0
385,Honda City i VTEC VX Option,Mumbai,2016,28000,First,17.8,1497.0,117.3,5.0,,0,0,1,0,1
387,Honda City 1.5 S MT,Chennai,2011,93982,First,17.0,1497.0,88.8,5.0,,0,0,1,0,1
388,Hyundai Verna Transform VTVT,Pune,2010,95000,First,16.2,1599.0,103.2,5.0,,0,0,1,0,1
389,Jaguar XE Portfolio,Mumbai,2017,9000,First,13.5,1999.0,246.74,5.0,53.72,0,0,1,1,0
390,Honda Amaze S i-Vtech,Delhi,2015,52516,First,18.0,1198.0,86.7,5.0,,0,0,1,0,1
391,Mini Cooper Convertible 1.6,Bangalore,2015,20000,First,18.86,1598.0,88.8,4.0,,0,0,1,1,0
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,First,13.5,2987.0,88.8,5.0,,1,0,0,1,0
393,Hyundai EON Magna Plus,Chennai,2014,37000,First,21.1,814.0,55.2,5.0,,0,0,1,0,1
394,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,First,20.51,998.0,67.04,5.0,,0,0,1,0,1
395,Maruti Ritz LDi,Coimbatore,2011,90207,First,21.1,1248.0,73.9,5.0,,1,0,0,0,1
396,BMW 3 Series 320d Sedan,Chennai,2011,89616,First,16.07,1995.0,88.8,5.0,,1,0,0,1,0
397,Tata Xenon XT EX 4X2,Pune,2014,85000,First,13.49,2179.0,138.03,5.0,,1,0,0,0,1
398,Audi A3 35 TDI Attraction,Chennai,2014,79271,First,20.38,1968.0,88.8,5.0,,1,0,0,1,0
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,First,12.7,2179.0,187.7,5.0,,1,0,0,1,0
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Second,12.0,2987.0,88.8,7.0,,1,0,0,1,0
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,First,13.5,2477.0,175.56,7.0,33.91,1,0,0,1,0
402,Maruti Alto LX,Jaipur,2010,125000,First,19.7,796.0,46.3,5.0,,0,0,1,0,1
403,Maruti Wagon R LXI BSIII,Pune,2013,53000,First,14.0,1061.0,88.8,5.0,,0,0,1,0,1
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,First,12.7,2179.0,187.7,5.0,,1,0,0,1,0
405,Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Second,17.01,1591.0,121.3,5.0,,0,0,1,0,1
406,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,First,16.73,2993.0,88.8,5.0,,1,0,0,1,0
407,Jaguar XF Diesel,Bangalore,2013,75000,First,14.74,2993.0,270.9,5.0,,1,0,0,1,0
408,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,First,13.7,1798.0,157.75,5.0,,0,0,1,1,0
409,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,First,15.73,1968.0,174.33,5.0,,1,0,0,1,0
410,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,First,12.7,2179.0,187.7,5.0,,1,0,0,1,0
411,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,First,14.84,2143.0,88.8,5.0,,1,0,0,1,0
412,Mahindra Scorpio S10 4WD,Kochi,2017,28464,First,15.4,2179.0,88.8,7.0,,1,0,0,0,1
413,BMW 3 Series Luxury Line,Mumbai,2015,41000,First,21.76,1995.0,88.8,5.0,60.88,1,0,0,1,0
414,Honda BR-V i-VTEC S MT,Pune,2017,9000,First,15.4,1497.0,117.3,7.0,12.51,0,0,1,0,1
415,Volvo S80 2006-2013 D5,Chennai,2010,92098,Second,16.0,2400.0,88.8,5.0,,1,0,0,1,0
416,Hyundai Accent GLE,Pune,2005,5834,First,13.2,1495.0,88.8,5.0,,0,0,1,0,1
417,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,First,17.19,1197.0,81.86,5.0,9.74,0,0,1,0,1
418,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,First,11.5,2996.0,88.8,5.0,95.38,0,0,1,1,0
419,Hyundai EON Magna Plus,Kolkata,2015,20800,Second,21.1,814.0,55.2,5.0,,0,0,1,0,1
420,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,First,18.9,1197.0,81.86,5.0,,0,0,1,0,1
421,Honda City 1.5 EXI S,Mumbai,2013,52576,First,13.0,1493.0,88.8,5.0,,0,0,1,0,1
422,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,First,16.47,1198.0,73.9,5.0,,0,0,1,0,1
423,Audi A6 35 TFSI Matrix,Mumbai,2016,47000,First,15.26,1798.0,187.74,5.0,60.59,0,0,1,1,0
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,First,15.29,1591.0,121.3,5.0,,0,0,1,0,1
426,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Second,11.74,1796.0,88.8,5.0,,0,0,1,1,0
427,Mini Cooper Convertible S,Mumbai,2014,11900,First,16.82,1998.0,189.08,4.0,44.28,0,0,1,1,0
429,Toyota Etios VD,Bangalore,2013,37000,First,23.59,1364.0,67.04,5.0,,1,0,0,0,1
430,Honda Brio S MT,Delhi,2014,30000,Second,19.4,1198.0,86.8,5.0,,0,0,1,0,1
431,Maruti Baleno Alpha Automatic,Coimbatore,2018,12831,First,21.4,1197.0,83.1,5.0,,0,0,1,1,0
432,Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,First,20.0,1968.0,138.1,5.0,,1,0,0,1,0
433,Hyundai EON Era Plus,Kochi,2018,13102,First,21.1,814.0,55.2,5.0,,0,0,1,0,1
434,Renault Captur 1.5 Diesel RXL,Coimbatore,2019,24950,First,20.37,1461.0,108.45,5.0,,1,0,0,0,1
435,BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,First,16.2,2993.0,88.8,5.0,,1,0,0,1,0
436,Maruti Alto 800 LXI,Kochi,2016,34267,First,22.74,796.0,47.3,5.0,,0,0,1,0,1
437,Volvo V40 D3,Bangalore,2015,33000,Second,16.8,1984.0,88.8,5.0,,1,0,0,1,0
438,Maruti Wagon R LXI BSII,Ahmedabad,2007,55100,First,18.9,998.0,67.1,5.0,,0,0,1,0,1
439,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,88.8,5.0,,0,0,1,0,1
441,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,First,13.7,1399.0,98.79,8.0,,0,0,1,0,1
442,Mahindra Bolero ZLX,Coimbatore,2016,82756,First,15.96,2523.0,62.1,7.0,11.28,1,0,0,0,1
444,Hyundai EON D Lite,Hyderabad,2014,20600,First,21.1,814.0,55.2,5.0,,0,0,1,0,1
445,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,First,13.0,1591.0,121.3,5.0,,0,0,1,1,0
446,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Second,16.09,1598.0,103.5,5.0,11.48,0,0,1,0,1
447,Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,Second,12.9,1799.0,88.8,5.0,,0,0,1,1,0
448,Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,First,22.3,1248.0,88.8,5.0,,1,0,0,0,1
449,Mahindra XUV500 W8 2WD,Kochi,2013,61672,First,16.0,2179.0,88.8,7.0,,1,0,0,0,1
450,Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,First,18.6,1197.0,81.83,5.0,,0,0,1,0,1
451,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Second,14.16,1968.0,174.3,5.0,,1,0,0,1,0
452,Maruti Ritz VXi,Chennai,2011,67000,Second,18.5,1197.0,85.8,5.0,,0,0,1,0,1
453,Mitsubishi Cedia Sports,Chennai,2010,66000,Second,13.17,1999.0,88.8,5.0,,0,0,1,0,1
454,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,First,12.8,2494.0,88.8,7.0,,1,0,0,0,1
455,Maruti Celerio LDi,Hyderabad,2016,80219,First,27.62,793.0,88.8,5.0,,1,0,0,0,1
456,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,First,25.1,1248.0,88.5,5.0,11.26,1,0,0,0,1
457,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,First,15.17,1968.0,88.8,5.0,43.65,1,0,0,1,0
458,BMW 3 Series Luxury Line,Bangalore,2016,19235,First,21.76,1995.0,88.8,5.0,62.07,1,0,0,1,0
459,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,51002,First,11.33,4134.0,335.2,7.0,,1,0,0,1,0
460,Hyundai i20 2015-2017 Asta 1.2,Pune,2016,6800,First,18.6,1197.0,81.83,5.0,,0,0,1,0,1
461,Renault Duster 110PS Diesel RxL,Hyderabad,2012,82749,First,19.01,1461.0,108.45,5.0,,1,0,0,0,1
